order_id,predicted_kpt_old,rider_wait_old,predicted_eta_old,predicted_kpt_new,rider_wait_new,predicted_eta_new,eta_error_old,eta_error_new,kpt_improvement_min,eta_accuracy_improvement_min,rider_idle_time_reduction_min,dispatch_strategy,system_load_score,fairness_index
895,31.4,2.7,45.8,31.4,0.6,43.7,3.1,5.2,0.0,-2.1,2.1,AI_Dynamic,0.35,0.79
896,29.5,0.4,50.8,18.0,1.1,40.0,0.7,11.5,5.1,-10.8,-0.7,Old_Static,0.16,0.75
897,38.6,1.8,46.5,30.8,0.2,37.1,9.0,0.4,7.8,8.6,1.6,AI_Dynamic,0.42,0.71
898,23.2,12.0,60.7,29.2,0.7,55.4,1.2,4.1,6.0,-2.9,11.3,Old_Static,0.18,0.98
899,47.1,4.7,57.6,46.5,0.2,52.5,0.3,5.4,-0.6,-5.1,4.5,AI_Dynamic,0.91,0.94
900,6.7,1.3,22.1,5.0,5.5,24.6,2.1,0.4,1.5,1.7,-4.2,Old_Static,0.4,0.97
901,21.4,2.0,44.7,18.6,0.3,40.2,3.8,8.3,2.8,-4.5,1.7,AI_Dynamic,0.96,0.89
902,22.7,6.8,41.0,25.0,0.3,36.8,4.1,8.3,2.1,-4.2,6.5,AI_Dynamic,0.98,0.92
903,30.3,5.1,45.8,32.2,0.3,42.9,0.2,3.1,-0.9,-2.9,4.8,AI_Dynamic,0.96,0.9
904,35.5,2.8,40.3,24.5,0.6,27.1,6.1,7.1,11.0,-1.0,2.2,AI_Dynamic,0.61,0.81
905,32.9,2.8,76.1,27.1,1.2,68.7,4.9,2.5,5.8,2.4,1.6,AI_Dynamic,0.55,0.97
906,29.4,2.2,47.4,25.5,0.6,41.9,2.7,8.2,3.7,-5.5,1.6,AI_Dynamic,0.85,0.8
907,44.9,2.5,63.7,29.7,0.2,46.2,14.8,2.7,14.2,12.1,2.3,AI_Dynamic,0.59,1.0
908,57.8,2.5,104.9,45.3,1.3,91.2,6.2,7.5,12.5,-1.3,1.2,AI_Dynamic,0.89,0.99
909,11.1,7.5,47.1,13.9,0.6,43.0,1.3,2.8,2.8,-1.5,6.9,AI_Dynamic,0.11,0.75
910,29.4,10.9,85.5,35.6,3.7,84.5,0.9,0.1,6.2,0.8,7.2,AI_Dynamic,0.86,0.87
911,33.0,1.0,58.0,26.4,4.3,54.7,7.5,4.2,6.6,3.3,-3.3,AI_Dynamic,0.7,0.75
912,20.4,15.0,61.6,31.9,0.3,58.4,0.7,2.5,9.3,-1.8,14.7,AI_Dynamic,0.9,0.71
913,18.7,1.3,26.2,9.1,0.0,15.3,0.6,11.5,2.6,-10.9,1.3,AI_Dynamic,0.15,0.81
914,48.8,1.7,66.1,41.9,2.1,59.6,4.5,2.0,6.9,2.5,-0.4,Old_Static,0.3,0.92
915,18.1,11.1,40.8,26.6,0.5,38.7,4.9,7.0,4.5,-2.1,10.6,AI_Dynamic,0.67,0.75
916,55.6,2.1,66.0,38.7,2.1,49.1,11.1,5.8,16.9,5.3,0.0,AI_Dynamic,0.23,0.83
917,58.5,0.4,73.2,37.3,2.9,54.5,16.5,2.2,15.2,14.3,-2.5,Old_Static,0.23,0.86
918,16.0,14.6,45.1,24.5,1.8,40.8,4.2,8.5,8.5,-4.3,12.8,Old_Static,0.27,0.87
919,24.3,7.0,62.1,25.0,3.0,58.8,0.9,4.2,0.7,-3.3,4.0,AI_Dynamic,0.29,1.0
920,17.6,12.7,45.6,27.2,1.1,43.6,1.0,3.0,6.6,-2.0,11.6,AI_Dynamic,0.3,0.87
921,14.6,10.1,61.0,19.7,1.2,57.2,4.7,8.5,5.1,-3.8,8.9,AI_Dynamic,0.59,0.73
922,23.5,0.1,39.1,21.2,0.4,37.1,4.0,2.0,2.3,2.0,-0.3,AI_Dynamic,0.97,0.82
923,26.3,11.6,63.0,35.2,2.9,63.2,0.8,1.0,5.1,-0.2,8.7,Old_Static,0.25,0.82
924,17.1,8.1,38.8,20.1,0.8,34.5,3.5,0.8,3.0,2.7,7.3,AI_Dynamic,0.42,0.87
925,21.5,15.5,55.7,33.3,5.5,57.5,2.2,4.0,10.0,-1.8,10.0,AI_Dynamic,0.49,0.86
926,23.2,1.9,39.9,19.1,3.4,37.3,4.8,7.4,0.3,-2.6,-1.5,AI_Dynamic,0.94,0.83
927,48.0,5.2,68.2,49.8,1.5,66.3,0.3,2.2,-0.6,-1.9,3.7,AI_Dynamic,0.98,0.88
928,53.7,2.0,60.0,38.0,0.0,42.3,7.4,10.3,12.5,-2.9,2.0,Old_Static,0.14,0.77
929,16.1,2.7,56.7,8.2,2.9,49.0,6.1,1.6,1.9,4.5,-0.2,AI_Dynamic,0.54,0.95
930,24.2,14.0,90.1,32.7,0.5,85.1,1.6,3.4,8.5,-1.8,13.5,AI_Dynamic,0.42,0.89
931,36.5,1.5,57.6,25.4,1.2,46.2,1.7,9.7,6.1,-8.0,0.3,AI_Dynamic,0.31,0.85
932,8.6,9.7,28.0,15.5,7.2,32.4,4.2,0.2,3.3,4.0,2.5,Old_Static,0.73,0.86
933,44.4,1.0,76.7,36.8,2.5,70.6,4.5,1.6,7.6,2.9,-1.5,AI_Dynamic,0.37,0.87
934,34.1,10.2,92.3,42.3,5.4,95.7,3.1,6.5,3.0,-3.4,4.8,AI_Dynamic,0.95,0.84
935,43.0,0.5,60.7,35.2,4.4,56.8,3.0,0.9,7.8,2.1,-3.9,AI_Dynamic,0.7,0.97
936,41.0,0.5,48.7,31.3,3.0,41.5,2.9,4.3,9.7,-1.4,-2.5,AI_Dynamic,0.48,0.85
937,37.2,0.9,84.8,28.9,0.5,76.1,4.9,3.8,8.3,1.1,0.4,AI_Dynamic,0.17,0.94
938,9.5,7.3,35.3,10.1,3.2,31.8,2.4,1.1,0.6,1.3,4.1,AI_Dynamic,0.56,0.74
939,12.5,6.4,84.7,17.4,0.2,83.4,0.4,1.7,-1.3,-1.3,6.2,AI_Dynamic,0.58,0.71
940,39.2,7.4,54.6,41.8,0.1,49.9,1.8,6.5,2.6,-4.7,7.3,Old_Static,0.8,0.78
941,34.0,10.6,68.8,42.8,1.2,68.2,3.8,4.4,3.2,-0.6,9.4,AI_Dynamic,0.65,0.79
942,22.2,1.8,64.4,23.3,8.0,71.7,7.1,0.2,-1.1,6.9,-6.2,AI_Dynamic,0.74,0.98
943,12.5,0.7,25.1,10.8,1.2,23.9,4.9,6.1,0.3,-1.2,-0.5,AI_Dynamic,0.81,0.94
944,5.0,6.6,18.4,7.9,0.7,15.4,3.1,0.1,1.1,3.0,5.9,AI_Dynamic,0.22,0.74
945,24.7,20.0,118.5,40.1,0.4,114.3,4.3,8.5,15.4,-4.2,19.6,AI_Dynamic,0.62,0.96
946,43.4,6.5,104.4,48.9,0.4,103.8,1.9,2.5,-1.7,-0.6,6.1,AI_Dynamic,0.2,0.78
947,37.1,2.2,48.9,24.0,6.7,40.3,8.5,0.1,8.3,8.4,-4.5,AI_Dynamic,0.55,0.84
948,13.4,2.2,33.5,9.2,1.6,28.7,3.0,1.8,2.6,1.2,0.6,AI_Dynamic,0.52,0.71
949,44.6,1.4,93.4,32.3,0.7,80.4,10.0,3.0,12.3,7.0,0.7,AI_Dynamic,0.89,0.79
950,41.1,1.2,49.0,36.0,1.0,43.7,0.2,5.1,4.1,-4.9,0.2,AI_Dynamic,0.37,0.71
951,26.8,0.9,37.9,22.3,3.3,35.8,0.6,2.7,4.5,-2.1,-2.4,AI_Dynamic,0.83,0.93
952,33.9,0.8,43.8,28.4,0.6,38.1,2.1,3.6,5.1,-1.5,0.2,AI_Dynamic,0.71,0.83
953,34.2,0.4,90.7,35.3,3.0,94.4,5.4,1.7,-1.1,3.7,-2.6,AI_Dynamic,0.32,0.88
954,28.2,11.2,56.9,34.4,0.8,52.7,0.1,4.3,6.2,-4.2,10.4,AI_Dynamic,0.67,0.96
955,30.7,18.9,59.4,45.5,1.5,56.8,1.2,3.8,13.8,-2.6,17.4,Old_Static,0.46,0.79
956,45.8,0.2,51.4,36.0,3.8,45.2,1.7,4.5,9.8,-2.8,-3.6,AI_Dynamic,0.42,0.93
957,18.5,2.1,56.1,14.8,0.9,51.2,1.7,3.2,3.7,-1.5,1.2,AI_Dynamic,0.9,0.94
958,25.3,8.5,48.2,30.4,0.7,45.5,5.1,7.8,2.7,-2.7,7.8,AI_Dynamic,0.28,0.73
959,34.6,2.5,84.1,26.2,0.9,74.1,4.4,5.6,6.8,-1.2,1.6,AI_Dynamic,0.37,0.81
960,10.9,2.2,16.3,5.1,4.0,12.3,4.5,8.5,0.2,-4.0,-1.8,Old_Static,0.86,0.77
961,24.3,0.6,92.5,13.0,3.3,83.9,4.8,3.8,3.7,1.0,-2.7,AI_Dynamic,0.43,0.82
962,14.9,9.5,66.8,18.7,0.0,61.1,1.8,7.5,3.8,-5.7,9.5,AI_Dynamic,0.91,1.0
963,27.3,9.1,41.1,32.6,0.3,37.6,3.2,0.3,3.7,2.9,8.8,AI_Dynamic,0.8,0.87
964,38.3,5.3,52.8,41.7,8.0,58.9,0.1,6.2,-2.0,-6.1,-2.7,AI_Dynamic,0.14,0.93
965,27.2,16.3,75.9,39.4,0.9,72.7,0.5,2.7,11.2,-2.2,15.4,AI_Dynamic,0.31,0.89
966,17.5,9.3,37.8,22.5,0.4,33.9,3.7,7.6,4.4,-3.9,8.9,AI_Dynamic,0.45,0.94
967,24.8,18.2,68.1,36.0,0.9,62.0,5.4,11.5,11.2,-6.1,17.3,AI_Dynamic,0.56,0.76
968,45.5,2.7,54.9,34.8,5.7,47.2,3.7,4.0,7.7,-0.3,-3.0,AI_Dynamic,0.34,0.71
969,45.9,1.4,80.0,41.8,3.1,77.6,3.8,1.4,4.1,2.4,-1.7,AI_Dynamic,0.72,0.82
970,38.4,2.9,60.3,32.6,0.1,51.7,1.3,7.3,3.2,-6.0,2.8,AI_Dynamic,0.7,0.79
971,49.6,2.1,82.5,39.4,0.8,71.0,8.7,2.8,10.2,5.9,1.3,Old_Static,0.55,0.91
972,7.1,8.1,18.2,9.1,1.8,13.9,3.4,0.9,2.0,2.5,6.3,AI_Dynamic,0.29,0.81
973,24.8,15.3,52.8,32.8,0.2,45.7,1.5,8.6,8.0,-7.1,15.1,Old_Static,0.64,0.89
974,12.3,12.0,33.8,18.1,0.2,27.8,0.9,6.9,5.8,-6.0,11.8,AI_Dynamic,0.98,0.94
975,34.3,17.3,96.6,47.5,2.2,94.7,3.9,5.8,12.2,-1.9,15.1,AI_Dynamic,0.28,0.99
976,20.6,1.2,36.4,22.9,1.3,38.8,2.6,0.2,-2.3,2.4,-0.1,AI_Dynamic,0.89,0.71
977,29.1,13.0,74.2,36.9,2.9,71.9,4.8,7.1,7.8,-2.3,10.1,AI_Dynamic,0.75,0.9
978,33.9,0.0,55.2,26.0,1.2,48.5,5.9,0.8,6.9,5.1,-1.2,AI_Dynamic,0.25,0.87
979,24.1,0.3,60.5,21.7,0.4,58.2,0.9,1.4,1.6,-0.5,-0.1,AI_Dynamic,0.46,1.0
980,69.2,0.0,106.6,50.1,0.4,87.9,15.4,3.3,19.1,12.1,-0.4,AI_Dynamic,0.61,0.8
981,29.7,2.8,52.7,26.5,1.9,48.6,2.1,2.0,2.0,0.1,0.9,AI_Dynamic,0.79,0.91
982,51.8,2.1,67.8,41.3,1.1,56.3,7.2,4.3,10.5,2.9,1.0,AI_Dynamic,0.58,0.73
983,21.4,0.8,49.2,13.1,0.1,40.2,2.4,11.4,3.7,-9.0,0.7,AI_Dynamic,0.16,0.93
984,13.7,0.7,46.8,10.4,4.4,47.2,2.4,2.0,2.1,0.4,-3.7,AI_Dynamic,0.14,0.91
985,41.1,1.2,64.4,32.4,1.8,56.3,6.7,1.4,6.7,5.3,-0.6,AI_Dynamic,0.24,0.78
986,32.9,12.4,80.7,39.3,2.8,77.5,1.3,4.5,6.4,-3.2,9.6,AI_Dynamic,0.26,0.85
987,21.4,2.5,38.4,20.3,1.2,36.0,2.6,5.0,-0.3,-2.4,1.3,Old_Static,0.23,0.87
988,23.5,12.2,76.8,31.1,1.2,73.4,2.2,1.2,7.6,1.0,11.0,AI_Dynamic,0.23,0.94
989,29.4,14.9,68.0,41.3,0.1,65.1,3.4,0.5,8.7,2.9,14.8,AI_Dynamic,0.25,0.84
990,26.6,11.6,83.6,34.9,1.0,81.3,0.3,2.0,5.7,-1.7,10.6,AI_Dynamic,0.56,0.8
991,22.9,9.1,48.2,28.5,0.3,45.0,5.3,8.5,3.4,-3.2,8.8,AI_Dynamic,0.18,0.9
992,44.8,0.4,97.1,36.8,0.7,89.4,1.4,6.3,8.0,-4.9,-0.3,Old_Static,0.61,0.84
993,65.9,2.4,77.7,46.0,4.3,59.7,12.7,5.3,19.9,7.4,-1.9,AI_Dynamic,0.18,0.99
994,5.7,7.3,50.4,6.2,0.4,44.0,1.7,4.7,0.5,-3.0,6.9,Old_Static,0.88,0.96
995,40.0,2.9,73.5,38.4,6.1,75.1,5.0,3.4,0.2,1.6,-3.2,AI_Dynamic,0.55,0.82
996,13.5,0.9,40.8,12.4,3.4,42.2,0.7,0.7,1.1,0.0,-2.5,Old_Static,0.53,0.92
997,26.0,5.6,65.2,27.9,1.4,62.9,4.6,6.9,0.1,-2.3,4.2,AI_Dynamic,0.92,0.83
998,74.5,1.7,86.0,55.0,6.9,71.7,19.9,5.6,19.5,14.3,-5.2,AI_Dynamic,0.78,0.7
999,40.2,4.8,70.5,40.1,2.3,67.9,0.3,2.9,-0.1,-2.6,2.5,AI_Dynamic,0.52,0.83
1000,17.1,2.2,70.9,11.2,0.5,63.3,1.7,5.9,-0.3,-4.2,1.7,AI_Dynamic,0.98,0.97
1001,13.5,0.3,24.8,10.4,0.1,21.5,2.2,1.1,3.1,1.1,0.2,AI_Dynamic,0.58,0.95
1002,10.4,1.1,43.3,8.5,2.9,43.2,1.3,1.4,1.9,-0.1,-1.8,Old_Static,0.3,0.73
1003,36.7,2.3,67.4,36.0,3.5,67.9,2.6,3.1,0.7,-0.5,-1.2,AI_Dynamic,0.83,0.81
1004,10.6,9.1,69.4,14.6,1.3,65.6,2.8,6.6,4.0,-3.8,7.8,Old_Static,0.46,0.86
1005,20.7,1.3,56.1,21.4,0.6,56.1,2.6,2.6,-0.7,0.0,0.7,AI_Dynamic,0.45,0.9
1006,20.5,5.1,46.8,17.5,0.1,38.8,3.1,11.1,-3.0,-8.0,5.0,AI_Dynamic,0.29,0.83
1007,40.0,0.8,60.9,32.0,1.9,54.0,0.2,7.1,3.8,-6.9,-1.1,AI_Dynamic,0.31,0.98
1008,39.2,6.2,57.2,40.5,0.8,53.1,2.1,6.2,1.3,-4.1,5.4,AI_Dynamic,0.97,0.96
1009,33.8,1.5,71.1,20.6,1.2,57.6,3.1,10.4,9.2,-7.3,0.3,AI_Dynamic,0.35,0.84
1010,23.4,6.0,86.5,27.4,0.8,85.3,2.0,0.8,-1.2,1.2,5.2,AI_Dynamic,0.26,0.96
1011,20.9,16.9,43.5,33.5,1.2,40.4,4.1,7.2,12.0,-3.1,15.7,Old_Static,0.35,0.74
1012,48.5,2.5,60.2,33.1,0.8,43.1,6.8,10.3,8.8,-3.5,1.7,AI_Dynamic,0.37,0.85
1013,67.5,2.9,105.9,40.9,3.7,80.1,19.2,6.6,16.8,12.6,-0.8,AI_Dynamic,0.95,0.88
1014,16.5,2.8,34.9,16.4,2.5,34.5,0.7,0.3,0.1,0.4,0.3,AI_Dynamic,0.61,0.84
1015,24.1,9.5,44.4,29.2,2.3,42.3,1.4,0.7,4.7,0.7,7.2,AI_Dynamic,0.46,0.77
1016,18.3,12.4,73.4,25.8,1.8,70.3,2.6,0.5,7.5,2.1,10.6,AI_Dynamic,0.4,0.73
1017,26.3,0.9,68.3,18.6,3.2,62.9,3.8,1.6,7.7,2.2,-2.3,AI_Dynamic,0.4,0.91
1018,20.2,7.3,38.6,23.5,0.4,35.0,3.1,6.7,2.1,-3.6,6.9,AI_Dynamic,0.48,0.81
1019,24.3,10.5,65.5,32.1,3.1,65.9,4.5,4.1,4.0,0.4,7.4,AI_Dynamic,0.79,0.89
1020,48.9,0.2,61.9,34.9,0.0,47.7,7.7,6.5,14.0,1.2,0.2,AI_Dynamic,0.87,0.75
1021,46.3,2.3,74.9,41.9,1.5,69.7,3.3,8.5,-0.0,-5.2,0.8,AI_Dynamic,0.55,0.97
1022,26.5,3.0,47.6,21.8,3.2,43.1,1.5,6.0,4.7,-4.5,-0.2,AI_Dynamic,0.97,0.95
1023,14.0,10.7,75.7,24.1,2.1,77.2,5.1,3.6,2.1,1.5,8.6,AI_Dynamic,0.22,0.99
1024,40.0,11.9,85.6,44.3,1.7,79.7,5.4,11.3,4.3,-5.9,10.2,AI_Dynamic,0.99,0.98
1025,17.7,15.2,44.6,30.7,0.1,42.5,0.5,2.6,8.2,-2.1,15.1,AI_Dynamic,0.94,0.83
1026,21.7,2.7,33.5,20.3,0.4,29.8,2.5,1.2,1.4,1.3,2.3,AI_Dynamic,0.32,0.96
1027,21.5,1.3,35.2,13.5,0.5,26.4,1.0,9.8,4.4,-8.8,0.8,Old_Static,0.59,0.71
1028,21.7,2.4,28.2,18.4,2.8,25.3,6.9,4.0,3.3,2.9,-0.4,Old_Static,0.74,0.97
1029,34.4,2.2,75.1,24.0,5.1,67.6,9.3,1.8,9.2,7.5,-2.9,AI_Dynamic,0.52,0.89
1030,21.9,5.9,58.8,22.1,0.3,53.4,0.1,5.5,0.2,-5.4,5.6,AI_Dynamic,0.46,0.9
1031,35.5,7.2,54.4,40.9,0.1,52.7,1.4,0.3,-0.2,1.1,7.1,AI_Dynamic,0.49,0.93
1032,57.9,2.7,82.1,36.9,2.5,60.9,17.2,4.0,17.4,13.2,0.2,AI_Dynamic,0.61,0.9
1033,27.5,3.0,57.8,24.3,0.8,52.4,5.6,0.2,3.2,5.4,2.2,AI_Dynamic,0.83,0.97
1034,17.7,11.5,53.9,25.5,0.8,51.0,5.1,8.0,6.0,-2.9,10.7,AI_Dynamic,0.6,0.78
1035,30.6,17.3,53.4,44.9,2.2,52.6,4.7,5.5,11.1,-0.8,15.1,AI_Dynamic,0.56,0.86
1036,31.0,0.8,51.8,25.2,3.2,48.4,3.3,0.1,5.8,3.2,-2.4,AI_Dynamic,0.44,0.8
1037,46.0,2.6,68.3,32.6,0.7,53.0,15.4,0.1,13.4,15.3,1.9,Old_Static,0.8,0.95
1038,35.5,2.1,58.7,26.1,8.0,55.2,6.4,2.9,8.8,3.5,-5.9,AI_Dynamic,0.33,0.88
1039,46.9,2.4,86.1,44.7,3.1,84.6,3.8,2.3,2.2,1.5,-0.7,AI_Dynamic,0.71,0.93
1040,21.9,12.4,58.6,26.2,0.2,50.7,1.6,6.3,4.3,-4.7,12.2,AI_Dynamic,0.95,0.85
1041,21.3,14.2,39.2,27.5,2.3,33.5,3.8,9.5,6.2,-5.7,11.9,AI_Dynamic,0.91,0.78
1042,52.8,2.9,83.5,38.1,4.6,70.5,13.0,0.0,14.7,13.0,-1.7,AI_Dynamic,0.83,0.98
1043,44.2,1.8,73.3,32.7,0.1,60.1,5.6,7.6,11.5,-2.0,1.7,AI_Dynamic,0.17,1.0
1044,25.8,12.6,58.7,34.3,1.5,56.1,1.9,4.5,7.5,-2.6,11.1,Old_Static,0.66,1.0
1045,40.1,0.2,82.4,25.3,1.5,68.9,5.3,8.2,7.0,-2.9,-1.3,AI_Dynamic,0.93,0.87
1046,18.2,0.4,24.1,14.2,2.7,22.4,0.5,2.2,2.8,-1.7,-2.3,AI_Dynamic,0.27,0.83
1047,24.8,2.1,43.6,14.7,1.1,32.5,5.2,5.9,4.7,-0.7,1.0,AI_Dynamic,0.49,0.95
1048,37.2,1.8,83.6,32.2,0.6,77.4,5.0,1.2,5.0,3.8,1.2,AI_Dynamic,0.67,0.96
1049,29.1,2.9,61.3,24.8,0.8,54.9,6.6,0.2,4.3,6.4,2.1,AI_Dynamic,0.61,0.7
1050,16.6,1.1,20.2,14.4,0.1,17.0,2.9,0.3,2.2,2.6,1.0,AI_Dynamic,0.28,0.96
1051,31.3,12.4,63.3,38.1,4.7,62.4,2.2,3.1,6.8,-0.9,7.7,AI_Dynamic,0.89,0.86
1052,29.7,15.1,53.7,41.0,8.0,57.9,1.6,5.8,9.7,-4.2,7.1,AI_Dynamic,0.69,0.95
1053,48.5,0.6,77.3,48.1,1.2,77.5,8.2,8.0,0.4,0.2,-0.6,AI_Dynamic,0.75,0.96
1054,27.2,11.8,132.3,32.4,4.0,129.7,0.3,2.9,5.2,-2.6,7.8,Old_Static,0.11,0.98
1055,19.1,8.8,63.2,18.5,4.5,58.3,3.1,8.0,-0.6,-4.9,4.3,AI_Dynamic,0.3,0.75
1056,18.7,1.1,36.4,14.7,1.7,33.0,3.8,7.2,1.8,-3.4,-0.6,AI_Dynamic,0.66,0.7
1057,8.9,6.9,32.8,11.0,0.7,28.7,1.6,2.5,2.1,-0.9,6.2,Old_Static,0.34,0.88
1058,14.1,2.6,26.7,14.6,2.0,26.6,2.2,2.3,-0.5,-0.1,0.6,AI_Dynamic,0.1,0.87
1059,13.5,5.7,49.4,13.6,2.9,46.7,1.9,4.6,0.1,-2.7,2.8,AI_Dynamic,0.72,0.8
1060,11.0,8.2,53.3,17.1,3.0,54.2,3.7,2.8,1.1,0.9,5.2,AI_Dynamic,0.28,0.85
1061,32.7,0.2,37.2,27.8,1.4,33.5,1.9,1.8,4.9,0.1,-1.2,Old_Static,0.66,0.87
1062,21.0,4.9,38.7,21.7,2.4,36.9,2.4,4.2,-0.1,-1.8,2.5,AI_Dynamic,0.42,0.89
1063,15.9,10.3,88.1,18.9,3.6,84.4,4.9,8.6,3.0,-3.7,6.7,Old_Static,0.2,0.72
1064,15.3,13.4,44.7,27.6,3.2,46.8,1.8,0.3,5.3,1.5,10.2,AI_Dynamic,0.34,0.93
1065,43.2,1.9,73.7,33.7,0.5,62.8,7.6,3.3,9.5,4.3,1.4,AI_Dynamic,0.87,0.82
1066,5.9,7.2,36.7,11.9,1.6,37.1,2.0,2.4,-0.8,-0.4,5.6,AI_Dynamic,0.18,0.95
1067,35.2,7.0,108.1,38.4,1.1,105.4,2.2,0.5,1.6,1.7,5.9,AI_Dynamic,0.49,0.91
1068,17.2,1.5,43.0,8.7,0.4,33.4,1.0,10.6,1.3,-9.6,1.1,Old_Static,0.84,0.94
1069,56.2,1.3,61.0,45.3,1.3,50.1,4.1,6.8,10.9,-2.7,0.0,Old_Static,0.37,0.81
1070,15.4,1.7,41.6,9.5,0.3,34.3,2.8,10.1,1.3,-7.3,1.4,AI_Dynamic,0.64,0.91
1071,12.1,1.2,24.9,10.9,0.6,23.1,7.1,8.9,1.0,-1.8,0.6,AI_Dynamic,0.11,0.86
1072,21.9,10.3,65.4,27.6,0.6,61.4,2.3,1.7,5.7,0.6,9.7,AI_Dynamic,0.27,0.74
1073,9.8,2.1,29.7,6.8,1.3,25.9,3.8,7.6,2.8,-3.8,0.8,AI_Dynamic,0.8,0.74
1074,20.4,9.2,62.9,23.0,0.3,56.6,1.4,7.7,2.6,-6.3,8.9,AI_Dynamic,0.38,0.8
1075,28.2,11.5,55.5,35.5,2.3,53.6,2.8,4.7,6.5,-1.9,9.2,AI_Dynamic,0.69,0.98
1076,64.1,1.7,73.3,42.6,4.4,54.5,15.2,3.6,12.9,11.6,-2.7,Old_Static,0.58,0.91
1077,27.8,10.5,52.8,30.4,2.1,47.0,3.4,2.4,2.6,1.0,8.4,AI_Dynamic,0.28,0.76
1078,75.4,1.5,116.7,52.7,1.1,93.6,24.6,1.5,22.7,23.1,0.4,AI_Dynamic,0.12,0.81
1079,46.5,2.5,101.5,38.7,2.8,94.0,8.2,0.7,7.8,7.5,-0.3,AI_Dynamic,0.56,0.89
1080,28.6,7.0,46.7,29.8,0.4,41.3,1.2,4.2,1.2,-3.0,6.6,AI_Dynamic,0.62,0.9
1081,11.4,11.8,27.3,18.2,4.3,26.6,1.7,2.4,6.8,-0.7,7.5,Old_Static,0.79,0.79
1082,18.3,8.6,44.6,17.0,1.1,35.8,4.1,12.9,-1.3,-8.8,7.5,Old_Static,0.34,0.84
1083,13.7,2.5,26.6,11.8,3.1,25.3,0.3,1.6,0.5,-1.3,-0.6,AI_Dynamic,0.68,0.88
1084,17.7,7.7,60.0,21.2,1.1,56.9,3.9,7.0,2.7,-3.1,6.6,AI_Dynamic,0.76,0.93
1085,11.6,11.4,42.6,17.3,0.3,37.2,1.5,3.9,5.7,-2.4,11.1,AI_Dynamic,0.74,0.8
1086,16.3,8.9,63.1,18.4,1.4,57.7,0.3,5.7,2.1,-5.4,7.5,AI_Dynamic,0.63,0.89
1087,14.1,1.7,31.3,14.2,5.7,35.4,1.1,5.2,-0.1,-4.1,-4.0,AI_Dynamic,0.66,0.91
1088,51.8,1.6,100.6,39.7,1.8,88.7,8.6,3.3,11.7,5.3,-0.2,Old_Static,0.38,0.83
1089,47.5,0.1,76.2,38.4,4.2,71.2,2.2,2.8,9.1,-0.6,-4.1,AI_Dynamic,0.23,0.78
1090,21.9,7.6,57.6,24.5,0.4,53.0,3.8,8.4,2.6,-4.6,7.2,AI_Dynamic,0.62,0.89
1091,10.1,7.3,71.0,15.2,0.7,69.5,0.5,2.0,0.3,-1.5,6.6,Old_Static,0.49,0.74
1092,48.1,0.9,98.5,37.7,2.4,89.6,7.3,1.6,8.6,5.7,-1.5,AI_Dynamic,0.95,0.71
1093,14.4,6.0,41.7,12.5,3.2,37.0,3.4,1.3,-1.9,2.1,2.8,AI_Dynamic,0.81,0.76
1094,58.2,2.5,64.9,43.9,0.6,48.7,8.4,7.8,12.3,0.6,1.9,AI_Dynamic,0.66,0.9
1095,30.4,11.3,46.9,36.2,0.8,42.2,0.8,3.9,5.8,-3.1,10.5,Old_Static,0.7,0.75
1096,45.8,2.7,66.4,33.2,0.5,51.6,7.3,7.5,10.8,-0.2,2.2,AI_Dynamic,0.36,0.72
1097,49.6,2.3,89.6,36.0,0.2,73.9,7.6,8.1,10.6,-0.5,2.1,AI_Dynamic,0.75,0.92
1098,40.4,12.2,60.2,49.0,0.2,56.8,2.3,1.1,6.6,1.2,12.0,AI_Dynamic,0.61,0.83
1099,24.5,4.8,78.7,23.4,4.0,76.8,4.2,6.1,-1.1,-1.9,0.8,AI_Dynamic,0.33,0.88
1100,23.0,17.4,97.0,36.6,1.4,94.6,1.4,1.0,12.0,0.4,16.0,AI_Dynamic,0.89,0.86
1101,18.6,10.2,34.7,25.6,0.3,31.8,2.2,5.1,4.2,-2.9,9.9,AI_Dynamic,0.41,0.79
1102,11.5,1.5,17.2,11.9,2.9,19.0,4.2,2.4,-0.4,1.8,-1.4,Old_Static,0.87,0.73
1103,31.8,9.6,50.0,33.7,0.4,42.7,1.7,9.0,1.9,-7.3,9.2,AI_Dynamic,0.4,0.75
1104,39.3,8.3,62.7,44.0,8.0,67.1,0.5,3.9,2.7,-3.4,0.3,AI_Dynamic,0.44,0.98
1105,16.9,7.0,81.0,20.6,1.4,79.1,1.2,3.1,1.1,-1.9,5.6,AI_Dynamic,0.57,0.95
1106,23.9,13.5,47.5,33.7,0.3,44.1,3.2,6.6,8.0,-3.4,13.2,AI_Dynamic,0.27,0.99
1107,16.7,14.9,53.9,26.4,0.1,48.8,0.2,4.9,9.7,-4.7,14.8,AI_Dynamic,0.88,0.72
1108,33.9,8.0,65.1,39.1,2.4,64.7,3.1,3.5,1.6,-0.4,5.6,AI_Dynamic,1.0,0.84
1109,20.7,14.6,75.3,32.3,0.6,72.9,2.7,0.3,8.4,2.4,14.0,Old_Static,0.84,0.74
1110,15.7,2.7,45.7,11.5,4.8,43.6,1.6,3.7,-0.2,-2.1,-2.1,AI_Dynamic,0.8,0.72
