order_id,restaurant_id,rider_id,order_timestamp,items_count,order_complexity_score,map_routing_efficiency,num_traffic_signals,signal_wait_time_min,actual_prep_time_min,actual_delivery_time_min,distance_km,traffic_level,weather_condition,peak_hour_flag,order_status,customer_eta_given_min,actual_total_time_min
591,119,259,10/11/2023 5:22,2,1,0.94,3,0.2,15.9,2.6,1.2,Low,Clear,0,Delivered,29,25.3
592,78,53,10/15/2023 1:23,1,5,0.76,7,1,27.8,10.2,3.7,Low,Clear,0,Delivered,39,40.8
593,181,300,10/4/2023 23:27,1,1,0.94,21,11.4,24.2,35.8,9.2,High,Clear,0,Delivered,66,62.8
594,199,96,10/15/2023 16:35,8,3,0.97,4,1.3,24,13.9,4.9,High,Clear,0,Delivered,37,39.8
595,190,304,10/29/2023 12:23,3,5,0.9,4,0.3,20.3,4.1,1.9,Low,Clear,1,Delivered,29,27
596,103,310,10/18/2023 22:13,7,3,0.97,11,3.6,16.6,33.6,7.9,Medium,Rain,0,Delivered,68,59.3
597,275,400,10/9/2023 8:14,1,4,0.82,5,0.7,20.4,10.3,3.8,Low,Clear,0,Delivered,38,34.4
598,130,414,10/28/2023 4:05,4,4,0.82,17,15.2,18,89.9,8.7,High,Heavy Rain,0,Delivered,105,109.5
599,241,497,10/9/2023 1:48,1,1,0.71,12,1.5,32.5,61.5,10.9,Low,Rain,0,Delivered,111,101.2
600,134,92,10/10/2023 7:39,1,5,0.94,7,1.4,31.9,14.3,6.8,Medium,Clear,0,Delivered,49,47.6
601,157,412,10/25/2023 13:13,2,3,0.71,5,1.8,12.5,20.7,7.6,Medium,Clear,1,Delivered,35,34.4
602,158,144,10/2/2023 10:56,2,3,0.78,9,6,30.2,31.6,6.7,High,Clear,0,Delivered,63,65.7
603,190,489,10/11/2023 9:35,6,2,0.89,20,10.1,17.9,37.4,10,High,Clear,0,Delivered,56,56.4
604,100,307,10/10/2023 23:27,1,1,0.88,4,0.6,17.6,10.9,3.7,Low,Clear,0,Delivered,31,34.1
605,52,417,10/28/2023 0:16,8,4,0.84,14,12,32,27.5,5.4,High,Clear,0,Delivered,78,66.8
606,49,409,10/7/2023 4:03,7,2,0.89,31,5.2,10.6,53.6,10.8,Medium,Rain,0,Delivered,67,67.1
607,100,18,10/28/2023 14:51,3,4,0.8,7,1.6,27.3,43.2,9,Medium,Rain,1,Delivered,90,76.8
608,251,126,10/25/2023 15:04,2,4,0.76,8,3,35.9,28.5,4.5,High,Rain,0,Delivered,82,69.3
609,54,154,10/5/2023 23:23,4,3,0.79,12,4.6,42.5,27.9,10.2,Medium,Clear,0,Delivered,88,79.1
610,137,6,10/10/2023 18:04,6,4,0.77,5,1.9,16.2,15.6,3.6,Medium,Clear,0,Delivered,40,37.4
611,162,422,10/16/2023 4:23,4,5,0.83,12,4.3,36.7,44.2,8,High,Clear,0,Delivered,99,85.1
612,292,428,10/29/2023 12:43,8,4,0.93,18,1.4,41.4,30.6,11.5,Low,Clear,1,Delivered,72,77.7
613,81,451,10/4/2023 22:00,8,5,0.8,10,8.1,48.4,48.9,7.3,High,Heavy Rain,0,Delivered,109,100.5
614,220,427,10/13/2023 13:35,1,4,0.81,13,8.5,20.8,61.2,9.8,High,Clear,1,Delivered,102,86.6
615,85,390,10/27/2023 21:16,8,2,0.91,6,0.7,43.2,14.4,9.1,Low,Clear,1,Delivered,74,63.3
616,83,334,10/9/2023 15:48,1,3,0.97,15,9.2,17.3,64.3,10.5,High,Clear,0,Delivered,101,89
617,67,448,10/21/2023 7:35,3,2,0.78,34,7.2,22.3,44.5,11.7,Medium,Clear,0,Delivered,68,69.4
618,234,338,10/12/2023 9:55,7,3,0.92,1,0.3,11.4,3.2,1.2,Medium,Clear,0,Delivered,25,22.5
619,198,336,10/5/2023 23:30,1,2,0.89,1,0.3,26.8,4.3,1.3,Medium,Clear,0,Cancelled,38,32.9
620,259,88,10/18/2023 20:50,7,1,0.86,18,2.1,30.8,26,7.5,Low,Rain,1,Delivered,58,58
621,177,269,10/1/2023 12:20,7,4,0.71,31,17.3,34.2,72.8,11.5,High,Clear,1,Delivered,126,115.6
622,298,65,10/11/2023 17:17,6,4,0.81,13,3.3,37.9,20.1,6.3,Medium,Clear,0,Delivered,61,59.7
623,280,166,10/31/2023 6:45,5,1,0.76,14,3.9,30.9,84.8,10.2,Medium,Heavy Rain,0,Delivered,146,124.5
624,300,64,10/8/2023 5:04,5,1,0.74,14,9.9,37.5,41.2,9.4,High,Clear,0,Delivered,86,88.4
625,129,270,10/2/2023 6:19,1,5,0.78,10,4.7,48.8,29.1,6.5,Medium,Clear,0,Delivered,84,85.2
626,180,145,10/17/2023 15:05,6,2,0.9,5,2.2,19.8,26.2,6.6,Medium,Clear,0,Delivered,57,51.4
627,292,377,10/3/2023 7:57,5,4,0.86,10,7.8,27,25.2,5.8,High,Clear,0,Delivered,53,58.1
628,207,333,10/30/2023 5:09,7,5,0.83,3,1.2,40.8,12.7,3.8,Medium,Clear,0,Delivered,58,58.8
629,294,269,10/29/2023 15:12,4,4,0.74,22,6.6,38.4,41.4,10.4,Medium,Clear,0,Delivered,83,84.1
630,175,329,10/15/2023 5:57,6,1,0.93,7,2,28.9,14.1,3.3,Medium,Clear,0,Delivered,54,48.4
631,29,390,10/29/2023 10:25,6,5,0.84,21,2.9,15.7,20.9,11,Low,Clear,0,Delivered,42,40
632,179,6,10/9/2023 0:07,1,5,0.89,5,0.4,43.2,13.1,5,Low,Clear,0,Cancelled,54,59
633,41,121,10/13/2023 19:38,4,5,0.71,3,1.4,43.1,8,1.3,Medium,Heavy Rain,1,Delivered,57,55
634,192,350,10/5/2023 22:42,8,2,0.97,2,0.1,29.6,10.5,2.9,Low,Rain,0,Delivered,49,41.1
635,237,421,10/4/2023 15:21,8,5,0.86,11,4.1,34.9,47.6,10.8,High,Rain,0,Delivered,102,87.4
636,225,313,10/7/2023 7:42,7,4,0.8,2,0.2,11.2,7.6,2.4,Low,Clear,0,Delivered,23,20.2
637,114,309,10/27/2023 6:41,4,2,0.95,21,3.8,21.7,48.3,9.1,Medium,Heavy Rain,0,Cancelled,79,72.3
638,278,302,10/11/2023 23:05,5,4,0.94,5,0.3,34.8,6.9,3,Low,Clear,0,Delivered,43,46.2
639,17,334,10/15/2023 8:14,3,5,0.77,5,1,8.2,32.1,6.5,Medium,Clear,0,Delivered,56,47.5
640,86,132,10/11/2023 12:25,4,5,0.81,6,1.6,41.7,10.3,3.3,Medium,Clear,1,Delivered,58,57.9
641,181,290,10/10/2023 14:31,5,4,0.88,12,7.7,37,25.4,4.7,High,Clear,1,Delivered,63,66.2
642,145,450,10/29/2023 19:59,7,3,1,3,1,44.7,6,2.4,Medium,Clear,1,Delivered,49,52.4
643,225,447,10/12/2023 6:30,3,5,0.94,18,1.2,12.8,18.2,7.1,Low,Clear,0,Delivered,41,35.8
644,54,189,10/27/2023 18:51,8,5,0.71,14,10.1,42.1,31.5,5,High,Clear,0,Delivered,90,82.8
645,68,209,10/7/2023 14:56,7,2,0.92,5,1.3,28.9,24,5,Medium,Rain,1,Delivered,52,55.4
646,107,42,10/10/2023 1:17,6,4,0.85,2,1.1,20.5,5.5,1.4,High,Clear,0,Cancelled,40,34.8
647,77,78,10/3/2023 0:15,5,5,0.71,6,3.1,16.8,12.9,2.5,High,Clear,0,Delivered,37,37.6
648,27,320,10/9/2023 9:01,8,4,0.84,17,2,37.3,16.5,8.8,Low,Clear,0,Cancelled,65,59.9
649,155,499,10/19/2023 7:34,5,2,0.8,6,0.4,16.5,7.8,4.2,Low,Clear,0,Delivered,35,29.4
650,72,145,10/16/2023 12:08,1,4,0.73,11,4.6,46.4,55.9,5.9,High,Rain,1,Delivered,124,109.2
651,180,445,10/13/2023 16:59,6,4,0.86,22,8.6,29,45.3,9.4,High,Clear,0,Delivered,90,82.1
652,47,374,10/22/2023 11:14,7,2,0.98,7,2.9,26.6,15.9,5.9,Medium,Clear,0,Delivered,57,50.5
653,242,286,10/25/2023 16:37,6,5,0.96,3,1.9,41.2,17.2,3.5,High,Clear,0,Delivered,70,65.7
654,277,171,10/3/2023 19:58,2,4,0.87,6,4.5,36.3,39.8,7,High,Clear,1,Delivered,82,80.4
655,105,93,10/14/2023 13:42,3,3,0.76,22,8.5,32.3,62.7,9.8,Medium,Rain,1,Delivered,87,96.2
656,95,263,10/30/2023 8:56,8,5,0.73,5,1.2,27.9,38.7,7.6,Medium,Rain,0,Delivered,65,72
657,219,457,10/27/2023 4:52,5,2,0.91,7,2.3,18.6,14.6,5.6,Medium,Clear,0,Delivered,42,35.5
658,170,430,10/15/2023 4:47,4,1,0.82,6,0.5,26.6,7.6,2.4,Low,Clear,0,Delivered,37,39.3
659,283,23,10/25/2023 12:19,4,3,0.86,10,4.1,12.8,19.9,3.7,Medium,Clear,1,Delivered,41,37.8
660,128,292,10/23/2023 0:58,2,5,0.93,33,7.4,25.9,46.8,11.4,Medium,Rain,0,Cancelled,84,78.3
661,200,142,10/12/2023 23:55,7,2,0.88,19,9,25.7,38.8,9.5,Medium,Rain,0,Delivered,80,74
662,35,148,10/5/2023 14:26,3,3,0.72,2,0.4,48.1,4.8,2,Low,Clear,1,Delivered,63,59.6
663,144,440,10/29/2023 19:11,1,5,1,2,0.8,39.9,6.7,1.1,High,Heavy Rain,1,Delivered,57,48
664,292,116,10/4/2023 7:43,3,1,0.74,2,0.3,31,9.7,2.9,Medium,Clear,0,Delivered,49,48.3
665,66,81,10/7/2023 12:04,4,5,0.99,12,0.9,28.4,33.8,11.4,Low,Clear,1,Delivered,69,69.4
666,219,416,10/30/2023 22:18,7,1,0.85,20,5.8,13,62.1,7.4,Medium,Heavy Rain,0,Delivered,84,83.2
667,56,25,10/7/2023 3:42,7,1,0.95,5,3.8,39.6,51.4,10.2,High,Rain,0,Delivered,92,95.4
668,145,115,10/23/2023 11:24,4,4,0.74,11,4.7,36.5,30.6,6.1,Medium,Clear,0,Delivered,85,76.3
669,213,94,10/24/2023 18:41,1,2,0.96,6,1.9,8.8,33.5,10.1,Medium,Clear,0,Delivered,50,49.4
670,94,305,10/9/2023 12:44,1,4,0.74,1,0.2,36.1,7.2,1.4,Low,Rain,1,Delivered,42,45.8
671,106,185,10/29/2023 0:19,4,1,0.97,7,3.1,22.1,17.4,5.7,Medium,Clear,0,Delivered,44,46.8
672,84,283,10/5/2023 1:04,7,2,0.83,4,2.6,9.4,25,5.2,High,Clear,0,Delivered,44,39.2
673,136,155,10/20/2023 10:59,7,2,0.96,6,1.6,9.8,31.5,11.8,Medium,Clear,0,Delivered,43,45.9
674,146,174,10/10/2023 19:41,5,2,0.78,5,3.7,36.2,20.4,4.3,High,Clear,1,Delivered,56,58.3
675,249,351,10/17/2023 14:51,5,3,0.91,9,1.3,45.7,10.5,5.6,Low,Clear,1,Delivered,64,63.3
676,18,173,10/9/2023 6:42,1,5,0.93,23,7.1,48.8,32.4,9.3,Medium,Clear,0,Cancelled,97,85.3
677,125,154,10/30/2023 19:05,6,1,0.85,14,2.1,16,19.6,10.7,Low,Clear,1,Delivered,38,41.7
678,2,14,10/30/2023 1:27,5,2,0.96,13,10.3,9.4,58.4,10.7,High,Clear,0,Delivered,74,76.8
679,200,378,10/4/2023 1:25,7,3,0.9,2,1.4,25.9,24.5,5.3,High,Clear,0,Delivered,52,54.7
680,138,304,10/18/2023 15:01,1,3,0.79,23,3.8,9.1,37.9,11.4,Medium,Clear,0,Delivered,52,49.8
681,203,128,10/31/2023 2:37,3,1,0.98,19,2.2,31.1,26.1,8.2,Low,Clear,0,Delivered,64,63.1
682,282,341,10/14/2023 6:06,3,4,0.8,5,1.5,41.5,34.3,10.4,Medium,Clear,0,Delivered,98,85.8
683,30,92,10/27/2023 16:32,3,3,0.92,5,2.2,42.5,23.9,11.2,Medium,Clear,0,Delivered,70,71.4
684,56,271,10/18/2023 8:36,1,1,0.91,9,5.5,43.4,21.9,3.6,High,Clear,0,Delivered,66,70.6
685,119,222,10/12/2023 4:50,1,3,0.74,7,2,21.6,24.5,6.5,Medium,Rain,0,Delivered,46,47.3
686,132,473,10/8/2023 5:18,8,1,0.83,13,3.4,21.2,23.1,7.5,Medium,Clear,0,Delivered,48,48.6
687,231,307,10/18/2023 13:35,5,2,0.87,21,7.4,46.5,43.1,9.8,Medium,Clear,1,Delivered,107,99.4
688,152,310,10/30/2023 6:01,5,4,0.76,11,2,16.9,20.7,5.4,Medium,Clear,0,Delivered,43,42.7
689,21,395,10/30/2023 3:10,5,3,0.73,6,5,44.7,20.1,3.3,High,Clear,0,Delivered,64,66.5
690,68,108,10/11/2023 3:28,2,3,0.86,9,6,31.9,54.6,9.2,High,Rain,0,Delivered,88,94.5
691,126,331,10/13/2023 2:47,1,3,0.75,17,7.6,30.3,42.9,7.5,High,Clear,0,Delivered,88,82
692,43,28,10/3/2023 15:21,6,5,0.94,20,5,39.9,35,10.9,Medium,Clear,0,Delivered,97,82.2
693,182,439,10/17/2023 11:41,3,5,0.96,10,4.5,40.9,29.5,8.2,Medium,Clear,0,Delivered,71,74
694,100,197,10/8/2023 1:29,7,2,0.73,2,0.6,18.1,5.7,1.2,High,Clear,0,Delivered,26,27.7
695,240,476,10/12/2023 8:57,7,3,0.91,10,2.6,16.5,63.1,11.6,Medium,Rain,0,Delivered,101,86.2
696,200,200,10/25/2023 20:19,3,4,0.92,10,2.5,31.8,36.9,7.5,Medium,Rain,1,Cancelled,82,76.1
697,116,154,10/2/2023 13:32,2,5,0.72,7,2.8,26.6,21.9,7.6,Medium,Clear,1,Delivered,57,56.2
698,115,384,10/27/2023 6:50,2,1,0.88,15,1.3,15,33.2,11,Low,Clear,0,Delivered,52,57.1
699,142,70,10/12/2023 14:55,3,1,0.89,15,2.7,36.2,22.6,8.3,Medium,Clear,1,Delivered,74,65.6
700,119,160,10/27/2023 17:16,1,1,0.85,10,2.8,14.8,21.8,6.3,Medium,Rain,0,Delivered,48,42.8
701,93,432,10/5/2023 21:44,3,2,0.91,4,0.6,48.4,6.3,2.2,Low,Clear,1,Delivered,70,59.8
702,9,352,10/30/2023 2:38,3,3,0.77,14,2.5,36,31,11.6,Medium,Clear,0,Delivered,81,75.9
703,73,396,10/7/2023 19:46,6,3,0.78,1,0.2,37.9,8.1,1.9,Medium,Clear,1,Cancelled,50,50.3
704,26,454,10/25/2023 6:06,7,5,0.98,2,0.7,20.1,7.8,2.9,Medium,Clear,0,Delivered,30,31.5
705,239,461,10/8/2023 4:52,2,1,0.9,14,5.4,12.1,26.1,10,Medium,Clear,0,Delivered,45,46.8
706,145,103,10/18/2023 13:10,8,2,0.82,9,0.5,42.3,19.5,6.4,Low,Clear,1,Delivered,70,66.3
707,68,488,10/5/2023 22:29,2,4,0.9,6,1,32.8,9.9,3,Low,Clear,0,Delivered,60,51.8
708,188,236,10/17/2023 0:41,7,3,0.92,5,1.4,41.4,16.5,4.1,Medium,Rain,0,Delivered,76,65
709,131,189,10/26/2023 9:27,5,3,0.79,27,14,34.8,59.8,11.9,High,Clear,0,Delivered,109,104
710,221,418,10/28/2023 15:03,2,2,0.86,14,11.2,11,55.5,7.4,High,Clear,0,Delivered,63,68.7
711,281,343,10/11/2023 0:23,6,5,0.73,6,1.2,8.3,14.7,5.4,Medium,Clear,0,Delivered,24,25.6
712,277,361,10/14/2023 10:42,6,2,0.88,31,7.3,29.3,37.5,10.6,Medium,Clear,0,Delivered,90,76.3
713,140,109,10/30/2023 4:46,7,5,0.91,7,5.7,31.6,43.1,6.3,High,Clear,0,Delivered,80,82.9
714,54,337,10/26/2023 20:29,3,3,0.92,8,2.7,48,14.4,4.4,Medium,Clear,1,Delivered,78,68.5
715,1,301,10/11/2023 3:21,6,5,0.99,7,0.9,35.5,4.8,2.8,Low,Clear,0,Cancelled,58,49
716,128,368,10/12/2023 4:54,5,5,0.75,9,2.3,25.3,40.9,9.2,Medium,Clear,0,Delivered,87,73.6
717,1,255,10/11/2023 10:49,3,5,0.72,5,1.7,41.2,21.2,7.6,Medium,Clear,0,Delivered,63,67.8
718,173,316,10/17/2023 8:31,1,5,0.98,3,1.3,36.7,13.4,2,Medium,Heavy Rain,0,Delivered,55,57.5
719,266,193,10/30/2023 0:51,8,1,0.89,15,7.1,20.5,22.4,7.5,Medium,Clear,0,Delivered,49,47.6
720,296,71,10/6/2023 18:28,1,1,0.87,2,1.1,28,16.4,2.8,High,Rain,0,Delivered,54,54
721,256,269,10/2/2023 3:03,7,1,0.83,9,0.7,18.8,27.8,11.8,Low,Clear,0,Delivered,52,52
722,174,334,10/31/2023 4:03,2,1,0.83,2,0.6,38.9,24.8,3.9,Medium,Rain,0,Delivered,70,65.9
723,45,209,10/26/2023 4:52,8,2,0.79,18,4.9,25.3,37.8,8.7,Medium,Clear,0,Delivered,80,67.4
724,141,478,10/13/2023 17:30,5,4,0.89,23,6.3,24.1,36.6,8.2,Medium,Rain,0,Delivered,70,67.2
725,27,176,10/25/2023 3:32,6,5,0.7,24,5.8,38.8,35.2,8.6,Medium,Clear,0,Delivered,81,78.7
726,233,239,10/24/2023 17:37,4,2,0.86,14,8.8,31.5,28.9,5.7,High,Clear,0,Cancelled,77,70
727,209,381,10/16/2023 10:47,1,1,0.72,2,0.9,16.5,10.9,1.8,Medium,Heavy Rain,0,Delivered,35,37
728,50,433,10/27/2023 13:50,6,5,0.92,22,3.9,38.1,28,11.8,Medium,Clear,1,Delivered,76,72.6
729,61,98,10/21/2023 15:31,8,4,0.99,9,1.2,28.6,6.3,3.1,Low,Clear,0,Delivered,40,36
730,243,347,10/27/2023 9:15,7,5,0.76,24,21,37.8,84.7,9.5,High,Clear,0,Delivered,137,127.4
731,269,442,10/25/2023 15:24,1,3,0.78,1,0.3,32.6,6,2.5,Medium,Clear,0,Delivered,51,45.4
732,140,89,10/23/2023 17:24,1,3,0.86,2,0.7,32.5,12.4,4.1,Medium,Clear,0,Delivered,63,54
733,157,252,10/18/2023 5:04,8,2,0.85,10,1.9,14.9,18.8,7.2,Medium,Clear,0,Cancelled,38,36.5
734,85,492,10/21/2023 10:22,1,4,0.94,3,1.1,43.7,13.7,5.5,Medium,Clear,0,Delivered,66,59.2
735,84,99,10/15/2023 12:05,2,2,0.74,27,2.9,17.9,24.7,11.5,Low,Clear,1,Delivered,51,49.9
736,276,329,10/7/2023 11:51,5,5,0.87,20,7.9,20.7,48.4,10.3,Medium,Clear,0,Delivered,84,72.3
737,31,326,10/16/2023 16:12,1,4,0.98,23,7.4,36.8,28.2,11.1,Medium,Clear,0,Delivered,76,73.9
738,8,445,10/4/2023 15:07,6,2,0.9,22,1.6,37.6,24.8,8,Low,Rain,0,Delivered,79,71.2
739,280,154,10/1/2023 20:47,6,5,0.78,10,0.8,47,6.9,3.4,Low,Clear,1,Delivered,54,59.9
740,203,486,10/21/2023 15:01,7,1,0.72,8,6.6,32.9,44.4,6.7,High,Rain,0,Delivered,84,82.7
741,33,295,10/26/2023 8:04,2,5,0.83,7,4.6,41.9,54.7,9.4,High,Clear,0,Delivered,104,98
742,298,442,10/26/2023 15:55,5,2,0.84,0,0,34.4,3.6,1.7,Medium,Clear,0,Delivered,52,48
743,143,283,10/24/2023 17:51,8,4,0.74,28,2.7,40.2,42.2,10.5,Low,Rain,0,Delivered,82,85.6
744,37,296,10/1/2023 23:02,5,4,0.84,9,6.8,38,52.2,7.9,High,Heavy Rain,0,Delivered,103,94.8
745,147,379,10/18/2023 19:40,7,1,0.9,5,3.2,25.1,51.4,9,High,Clear,1,Delivered,93,83.1
746,228,31,10/30/2023 14:02,4,2,0.84,17,7.5,43,29.7,8.6,Medium,Clear,1,Delivered,76,77.4
747,34,131,10/5/2023 20:16,3,1,0.77,15,3.8,43.4,47.6,10.3,Medium,Clear,1,Delivered,100,99.4
748,237,216,10/21/2023 5:52,1,3,0.99,5,0.8,34.8,4.5,2,Low,Clear,0,Delivered,48,41
749,212,15,10/7/2023 7:27,2,5,0.73,3,1.7,20,31.4,5.1,High,Clear,0,Delivered,57,59.2
750,140,438,10/27/2023 22:25,8,3,0.88,12,10.6,32.6,48.2,6.5,High,Clear,0,Delivered,85,83.8
751,190,326,10/19/2023 5:11,5,3,0.92,17,7.3,19.1,26.9,7,Medium,Rain,0,Delivered,59,53
752,96,267,10/7/2023 10:53,4,1,0.78,30,25.6,32.3,99.7,11.4,High,Clear,0,Delivered,134,140.1
753,194,286,10/12/2023 7:42,3,1,0.81,1,0.2,13.6,4.5,1.5,Low,Clear,0,Delivered,28,26.5
754,296,291,10/5/2023 5:38,5,5,0.83,25,3.7,31.8,34,10.5,Low,Rain,0,Delivered,81,72.4
755,152,368,10/10/2023 21:00,8,1,0.89,17,2.6,17.4,21.9,7.1,Low,Clear,1,Delivered,43,47
756,223,486,10/1/2023 17:05,5,1,0.85,8,1,27.1,14.5,7.1,Low,Clear,0,Delivered,48,49.2
757,196,43,10/16/2023 16:41,1,1,0.76,5,2.7,20.4,18,4.5,High,Clear,0,Delivered,42,39.5
758,88,445,10/4/2023 18:17,3,1,0.97,22,12,29.8,40,8.1,High,Clear,0,Delivered,74,76.2
759,299,168,10/6/2023 12:22,3,1,0.81,16,1.8,16.9,30.5,8.1,Low,Clear,1,Delivered,59,51.2
760,17,349,10/7/2023 0:13,7,3,0.81,1,0.3,11.1,10.3,3.1,Medium,Rain,0,Delivered,29,26.7
761,211,471,10/13/2023 21:29,2,3,0.94,21,7.9,22.6,24.3,8.4,Medium,Clear,1,Delivered,57,53.7
762,232,426,10/18/2023 7:56,4,5,0.86,11,1.1,33.1,13.6,3.9,Low,Clear,0,Delivered,53,56
763,183,255,10/24/2023 12:50,7,4,0.77,13,9.2,21.6,37.7,8.6,High,Clear,1,Delivered,73,66.3
764,162,170,10/10/2023 11:01,6,5,0.97,18,4.8,47.7,30.7,7.7,Medium,Clear,0,Delivered,79,83.1
765,70,375,10/6/2023 7:40,2,2,0.94,20,6.9,38.4,42.8,8.9,Medium,Clear,0,Delivered,101,85.7
766,60,259,10/14/2023 17:34,4,5,0.88,1,0.1,32.9,2.7,1.2,Low,Clear,0,Delivered,36,39.3
767,179,346,10/29/2023 21:03,8,5,0.85,3,0.9,41.4,9,2.4,Medium,Clear,1,Delivered,58,57
768,77,78,10/4/2023 15:44,7,1,0.9,20,6.7,10.3,29.5,10.2,Medium,Clear,0,Delivered,46,46.9
769,35,339,10/19/2023 1:58,2,1,0.81,4,0.7,46.6,17.5,5.2,Medium,Rain,0,Delivered,81,73.4
770,16,85,10/5/2023 17:14,8,1,0.91,18,2.1,11,18.5,10.2,Low,Clear,0,Delivered,35,31.5
771,294,380,10/29/2023 0:18,8,4,0.71,2,0.8,45.6,5.6,1.7,Medium,Clear,0,Delivered,68,60.7
772,171,149,10/24/2023 18:38,4,1,0.82,6,1.5,34.2,45.6,9.5,Medium,Clear,0,Delivered,97,85.4
773,32,201,10/19/2023 4:04,8,2,0.89,1,0.1,10,3.1,1.9,Low,Clear,0,Delivered,20,20.2
774,263,77,10/15/2023 16:46,6,3,0.89,10,1.5,31.6,15,6.2,Low,Clear,0,Delivered,59,53.7
775,215,361,10/21/2023 7:43,1,2,0.72,31,3.1,30.6,33.4,11.3,Low,Clear,0,Delivered,64,66.4
776,46,250,10/18/2023 17:09,4,4,0.92,5,2.7,18.5,9.9,1.9,High,Clear,0,Delivered,38,35.6
777,189,53,10/2/2023 14:57,6,1,0.73,13,2.1,41.3,19.8,4.9,Low,Rain,1,Delivered,67,64
778,274,300,10/26/2023 0:18,8,5,0.92,7,0.5,18.3,14.6,6.7,Low,Rain,0,Delivered,42,37
779,71,302,10/3/2023 19:33,2,3,0.97,27,23.2,47.5,64.8,10.9,High,Clear,1,Delivered,121,121.2
780,296,293,10/29/2023 6:42,3,4,0.99,6,2.5,27.2,18.4,4.7,High,Clear,0,Delivered,49,54.2
781,88,294,10/16/2023 21:12,5,2,0.88,28,6.4,34.4,33.3,9.9,Medium,Clear,1,Delivered,76,74.9
782,261,109,10/18/2023 5:31,6,1,0.91,10,4.1,23.9,42.2,8.9,Medium,Clear,0,Delivered,79,68.6
783,182,365,10/1/2023 20:31,6,4,0.77,5,1,39.8,23.3,4.4,Medium,Clear,1,Delivered,68,65.9
784,22,88,10/27/2023 18:50,6,4,0.81,2,0.2,42,16.1,4.7,Low,Rain,0,Delivered,75,65.2
785,74,166,10/13/2023 1:16,4,5,0.7,8,1.5,21.8,16.3,3.1,Medium,Clear,0,Cancelled,41,41.6
786,90,494,10/15/2023 17:57,7,5,0.94,17,6,23.5,23.7,8.6,Medium,Clear,0,Cancelled,49,50.8
787,166,267,10/23/2023 13:46,4,5,0.91,9,1.4,37.2,23.7,7.2,Low,Clear,1,Delivered,62,63.5
788,234,93,10/7/2023 15:00,3,2,0.78,2,0.2,13.1,11.4,2.7,Low,Rain,0,Delivered,33,29.1
789,129,173,10/26/2023 16:04,1,5,0.85,16,8.6,51.5,53.6,7.8,High,Rain,0,Delivered,114,107.2
790,292,64,10/7/2023 20:58,8,4,0.92,4,1.5,36.9,14.1,6.5,Medium,Clear,1,Delivered,65,58.3
791,95,428,10/2/2023 16:45,2,4,0.9,1,0.3,23,7.1,2,Medium,Clear,0,Delivered,32,31.1
792,28,126,10/14/2023 7:57,1,4,0.8,20,8.3,35.4,52.5,11.5,High,Clear,0,Delivered,92,89.2
793,35,368,10/25/2023 10:29,8,3,0.81,8,1.3,45.8,31.8,10.2,Low,Clear,0,Delivered,89,85.7
794,231,230,10/7/2023 9:36,7,3,0.75,1,0.1,45.6,5.2,1.8,Low,Clear,0,Delivered,56,53
795,125,105,10/10/2023 0:30,4,2,0.74,25,21.4,15.5,63.1,11.2,High,Clear,0,Delivered,86,87
796,79,209,10/8/2023 18:32,4,5,0.82,18,2.8,29.1,46.4,11.1,Low,Rain,0,Delivered,85,76.7
797,61,62,10/15/2023 21:24,6,4,0.84,0,0,36,5.9,1.5,Medium,Rain,1,Delivered,47,44.3
798,217,500,10/22/2023 14:56,6,5,0.99,1,0.2,50.9,9.7,3.2,Medium,Rain,1,Delivered,72,66
799,282,240,10/26/2023 4:55,1,4,0.85,25,2.9,44.1,26.3,8.7,Low,Rain,0,Delivered,70,75
800,163,474,10/12/2023 8:54,2,3,0.76,7,0.7,42.2,40.3,11.3,Low,Clear,0,Delivered,82,87.8
801,57,61,10/9/2023 4:38,4,4,0.75,16,5.1,26.1,29,10.1,Medium,Clear,0,Delivered,66,65
802,191,346,10/20/2023 23:10,4,2,0.8,6,1,10.1,15.8,4.1,Medium,Clear,0,Delivered,35,32.4
803,132,12,10/6/2023 18:12,7,1,0.98,2,0.7,19.2,4.4,1.4,Medium,Clear,0,Cancelled,26,25.9
804,42,466,10/13/2023 14:08,8,4,0.94,16,1.8,43,14.2,6.2,Low,Clear,1,Delivered,56,59.8
805,173,137,10/14/2023 22:39,1,2,0.85,4,1.5,33.4,6,2,Medium,Clear,0,Delivered,53,47.4
806,167,195,10/7/2023 12:58,5,3,0.99,9,2.2,27.3,19.8,3.7,Medium,Rain,1,Delivered,58,51
807,250,74,10/4/2023 20:56,6,3,0.76,12,9.5,28.4,62.4,8,High,Clear,1,Delivered,107,97.4
808,193,363,10/20/2023 14:47,3,1,0.83,12,2.1,28.4,20.8,6.4,Low,Clear,1,Delivered,54,53.9
809,278,386,10/28/2023 22:12,4,5,0.7,3,1.2,40.6,32.4,5.1,High,Clear,0,Delivered,81,74.8
810,238,136,10/7/2023 22:05,2,5,0.96,7,2.6,16.4,43.6,11.2,Medium,Rain,0,Delivered,70,70
811,230,372,10/31/2023 6:24,8,4,0.75,8,1.1,32.4,13.5,3.1,Low,Rain,0,Delivered,58,50.6
812,165,43,10/21/2023 14:26,5,3,0.99,11,3,42.7,15.1,6.4,Medium,Clear,1,Delivered,71,60
